MntWines,MntFruits,MntMeatProducts,MntFishProducts,MntSweetProducts,MntGoldProds,NumWebPurchases,NumCatalogPurchases,NumStorePurchases,Education,Marital_Status,Country,Kidhome,Teenhome,AcceptedCmp3,AcceptedCmp4,AcceptedCmp5,AcceptedCmp1,AcceptedCmp2,Response,Complain
4,12,11,3,13,15,2,0,3,Graduation,Together,SP,1,0,0,0,0,0,0,0,0
848,154,323,201,61,78,10,3,10,Graduation,Together,US,0,0,1,0,0,0,0,0,0
817,183,797,106,163,20,5,11,5,Master,Married,SP,0,0,0,0,1,1,0,1,0
962,12,194,16,24,12,7,8,13,Master,Together,SP,0,1,0,0,1,0,0,0,0
25,3,43,17,4,17,3,0,3,2n Cycle,Married,GER,1,0,0,0,0,0,0,0,0
1,45,3,4,6,42,3,1,3,Basic,Single,SP,1,0,0,0,0,0,0,0,0
1,1,5,0,3,1,1,0,2,Graduation,Married,SP,2,0,0,0,0,0,0,0,0
212,123,177,15,64,23,8,2,8,Graduation,Married,US,2,0,0,0,0,0,0,0,0
11,4,20,10,3,5,2,0,4,Graduation,Together,US,1,0,0,0,0,0,0,0,0
2,0,9,3,6,2,1,0,3,Graduation,Divorced,CA,1,0,0,0,0,0,0,0,0
347,0,35,4,3,7,4,2,8,Graduation,Single,US,1,2,0,0,0,0,0,0,0
73,0,13,0,1,0,2,1,3,PhD,Married,CA,0,1,0,0,0,0,0,0,0
426,49,127,111,21,42,8,2,10,Graduation,Together,US,0,0,0,0,0,0,0,0,0
1,3,4,2,2,6,1,0,2,Graduation,Married,AUS,1,0,0,0,0,0,0,0,0
48,9,45,3,15,20,2,1,4,Graduation,Single,SP,1,1,0,0,0,0,0,1,0
1,1,4,11,9,10,1,0,3,Basic,Single,SP,1,0,0,0,0,0,0,0,0
1076,68,103,29,91,68,3,4,8,Master,Married,SP,0,0,0,1,1,0,0,1,0
36,2,42,20,21,10,2,1,4,Graduation,Married,AUS,1,0,0,0,0,0,0,0,0
733,9,180,12,19,66,6,3,5,PhD,Married,SA,1,2,0,0,0,0,0,0,0
39,2,25,4,3,24,3,0,3,Master,Together,AUS,1,1,0,0,0,0,0,0,0
523,7,134,37,14,169,8,2,10,Graduation,Single,AUS,0,1,0,0,0,0,0,0,0
1083,108,649,253,151,108,4,7,12,Master,Married,SA,0,0,0,0,0,1,0,0,0
98,0,106,49,10,106,5,1,5,Graduation,Married,SP,0,1,0,0,0,0,0,0,0
98,0,106,49,10,106,5,1,5,Graduation,Married,SP,0,1,0,0,0,0,0,0,0
99,2,11,4,0,16,3,0,4,Graduation,Married,GER,0,1,0,0,0,0,0,0,0
138,15,35,25,11,72,6,2,2,Graduation,Single,SP,1,0,1,0,0,0,0,1,0
509,133,497,78,24,97,7,5,6,Graduation,Together,AUS,0,1,0,0,0,0,0,0,0
527,0,21,0,0,60,8,1,8,Master,Together,CA,0,1,0,1,0,0,0,0,0
340,21,134,258,14,56,7,5,8,2n Cycle,Together,SA,1,0,0,0,0,0,0,0,0
340,21,134,258,14,56,7,5,8,2n Cycle,Together,SP,1,0,0,0,0,0,0,0,0
1184,32,352,21,16,16,3,4,7,Master,Single,US,0,0,0,1,1,1,0,1,0
10,24,15,13,1,30,2,1,3,2n Cycle,Single,SP,0,0,1,0,0,0,0,1,0
434,137,400,45,137,45,3,4,10,Graduation,Married,SA,0,0,0,0,0,0,0,0,0
434,137,400,45,137,45,3,4,10,Graduation,Married,CA,0,0,0,0,0,0,0,0,0
102,1,15,2,0,24,3,0,4,Graduation,Divorced,SP,0,1,0,0,0,0,0,0,0
208,17,76,36,17,38,3,3,7,Graduation,Together,US,0,1,0,0,0,0,0,0,0
438,66,400,12,38,114,8,3,13,Graduation,Married,SP,0,1,0,0,0,0,0,0,0
125,16,98,134,21,27,6,7,4,Graduation,Divorced,IND,0,0,1,0,0,0,0,0,0
1308,0,396,23,0,0,5,7,4,PhD,Together,IND,0,0,0,1,0,0,1,0,0
64,1,21,0,1,27,2,1,3,Graduation,Single,CA,1,1,0,0,0,0,0,0,0
7,4,13,15,8,17,2,0,4,2n Cycle,Married,SP,0,0,0,0,0,0,0,0,0
7,4,13,15,8,17,2,0,4,2n Cycle,Married,SP,0,0,0,0,0,0,0,0,0
200,5,44,0,10,20,5,1,5,PhD,Together,SP,0,1,0,0,0,0,0,0,0
1001,44,107,58,44,44,6,7,11,PhD,Married,SP,0,0,1,0,1,0,0,0,0
36,0,2,0,0,4,1,0,3,Graduation,Single,SP,0,1,0,0,0,0,0,0,0
18,42,24,15,20,18,2,1,4,Graduation,Single,SP,0,0,0,0,0,0,0,0,0
18,42,24,15,20,18,2,1,4,Graduation,Single,SP,0,0,0,0,0,0,0,0,0
673,0,199,37,47,26,6,3,5,Graduation,Divorced,SP,0,1,1,0,0,0,0,0,0
6,7,4,3,4,6,1,0,3,2n Cycle,Married,SP,0,1,0,0,0,0,0,0,0
1050,12,144,0,0,24,6,4,8,PhD,Married,SP,0,1,0,1,0,1,1,1,0
787,20,204,0,0,92,2,2,11,Graduation,Divorced,SA,0,1,0,0,0,0,0,0,0
833,33,549,151,133,233,4,3,8,Graduation,Together,SP,0,0,0,0,0,0,0,0,0
284,0,52,8,3,20,9,0,4,Master,Together,SP,1,0,0,0,0,0,0,0,0
605,91,399,0,45,205,3,6,8,2n Cycle,Single,IND,0,0,0,0,0,0,0,0,0
227,151,573,98,54,31,3,4,9,Graduation,Married,CA,0,0,0,0,0,0,0,0,0
800,0,297,0,34,57,2,5,10,Graduation,Married,SP,1,0,0,1,0,1,0,0,0
861,31,558,62,95,79,6,5,13,PhD,Widow,SP,0,0,0,0,1,0,0,0,0
62,1,57,19,11,48,2,1,5,Master,Together,SP,0,1,0,0,0,0,0,0,0
23,0,9,0,0,12,1,0,3,Graduation,Single,SP,1,0,1,0,0,0,0,0,0
11,0,16,7,6,21,2,0,3,Graduation,Married,SP,1,0,0,0,0,0,0,0,0
25,0,22,2,3,5,1,0,4,Graduation,Single,SP,1,0,0,0,0,0,0,0,0
22,2,31,7,4,5,2,0,3,Graduation,Married,SP,1,0,0,0,0,0,0,0,0
25,0,8,2,0,2,2,0,3,Graduation,Married,SP,2,1,0,0,0,0,0,0,0
25,0,8,2,0,2,2,0,3,Graduation,Married,SP,2,1,0,0,0,0,0,0,0
161,28,136,32,3,45,3,4,6,Graduation,Married,CA,0,1,0,0,0,0,0,0,0
315,4,62,41,31,146,7,1,7,Graduation,Together,SP,0,1,0,0,0,0,0,0,0
522,0,522,227,120,134,6,9,5,Graduation,Single,CA,0,1,0,0,0,0,0,0,0
712,50,420,65,38,38,8,4,7,PhD,Single,SP,0,0,0,0,0,0,0,1,0
33,0,5,0,0,15,1,1,2,Graduation,Divorced,IND,1,1,0,0,0,0,0,0,0
342,32,230,34,32,40,10,5,4,2n Cycle,Single,SA,1,0,1,0,0,0,0,0,0
22,2,12,0,2,5,1,0,3,Graduation,Married,US,1,1,0,0,0,0,0,0,0
359,35,314,93,116,89,7,3,13,2n Cycle,Together,GER,0,0,0,0,0,0,0,0,0
324,48,186,39,18,198,6,8,4,PhD,Divorced,CA,0,1,1,0,0,0,0,1,0
233,20,57,8,20,91,7,1,5,2n Cycle,Together,CA,0,1,0,0,0,0,0,0,0
370,9,92,6,9,4,7,1,8,Graduation,Married,SP,0,2,0,0,0,0,0,0,0
1001,17,572,93,125,17,11,11,5,Graduation,Together,SP,0,1,0,0,0,0,0,1,0
173,8,107,7,2,176,7,2,3,Graduation,Single,SP,2,0,1,0,0,0,0,1,1
5,0,1,1,1,1,0,0,0,PhD,Married,SP,1,1,0,0,0,0,0,0,0
10,3,3,0,0,0,0,0,3,Graduation,Single,SP,0,0,0,0,0,0,0,0,0
8,4,20,6,3,16,1,0,3,Graduation,Married,SP,1,0,0,0,0,0,0,0,0
138,39,63,55,18,21,4,1,7,Master,Together,AUS,0,1,0,0,0,0,0,0,0
245,19,125,37,67,14,4,2,10,Graduation,Widow,AUS,0,1,0,0,0,0,0,0,0
68,129,396,188,22,15,3,3,5,Master,Together,SA,0,0,0,0,0,0,0,0,0
434,22,388,104,22,34,10,7,10,Graduation,Together,US,0,0,0,0,0,1,0,0,0
631,43,239,128,76,21,6,8,12,Graduation,Together,SP,0,1,0,0,0,0,0,0,0
1156,120,915,94,144,96,3,4,10,Master,Single,SP,0,0,0,0,1,0,0,0,0
1156,120,915,94,144,96,3,4,10,Master,Single,SA,0,0,0,0,1,0,0,1,0
398,40,367,119,122,30,7,4,4,Graduation,Together,AUS,0,0,0,0,0,0,0,0,0
230,35,75,63,57,31,7,1,7,2n Cycle,Divorced,SA,0,1,0,0,0,0,0,0,0
2,0,7,3,7,10,1,0,3,Basic,Together,US,0,0,0,0,0,0,0,0,0
122,21,43,25,10,15,3,1,6,Graduation,Divorced,SP,0,1,0,0,0,0,0,0,0
19,3,6,4,2,12,1,0,3,Graduation,Divorced,SP,0,0,0,0,0,0,0,0,0
386,23,95,54,41,196,2,11,5,Master,Divorced,CA,0,1,0,0,0,0,0,0,0
379,6,157,25,91,91,9,3,7,Master,Married,SP,1,1,0,0,0,0,0,0,0
243,11,119,10,3,15,4,2,8,PhD,Together,IND,0,1,0,0,0,0,0,0,0
358,108,413,141,97,32,2,8,6,Graduation,Together,SP,0,0,0,0,0,0,0,0,0
358,108,413,141,97,32,2,8,6,Graduation,Together,SP,0,0,0,0,0,0,0,0,0
258,107,291,84,37,86,10,3,13,Graduation,Married,GER,0,1,0,0,0,0,0,0,0
65,36,74,38,20,110,5,1,4,Graduation,Together,SP,0,0,0,0,0,0,0,0,0
846,84,352,91,56,42,9,4,8,Graduation,Together,CA,0,1,0,0,0,0,0,0,0
724,17,143,0,8,196,9,2,12,Graduation,Married,US,0,1,0,0,0,0,0,0,0
770,29,890,250,27,24,7,3,7,Graduation,Single,SA,0,0,0,0,1,0,0,1,0
815,10,239,28,10,108,10,4,12,Graduation,Widow,SP,0,0,0,0,0,0,0,0,0
2,2,11,41,7,11,2,0,3,Basic,Married,SP,0,0,0,0,0,0,0,0,0
16,17,19,20,21,22,3,2,2,Graduation,Married,SP,1,0,0,0,0,0,0,1,0
819,0,72,12,0,63,11,2,10,PhD,Single,SA,0,1,0,1,0,0,0,0,0
46,0,40,3,0,3,3,0,3,Graduation,Married,SA,1,0,0,0,0,0,0,0,0
5,3,11,12,5,9,2,0,3,Graduation,Married,GER,1,0,0,0,0,0,0,0,0
5,3,11,12,5,9,2,0,3,Graduation,Married,SP,1,0,0,0,0,0,0,0,0
479,5,82,7,17,171,7,6,5,Graduation,Single,CA,0,1,1,0,0,0,0,0,0
938,142,754,159,81,183,5,10,6,2n Cycle,Together,SP,0,0,0,1,1,1,0,1,0
283,17,372,138,106,44,3,8,12,Graduation,Single,GER,0,0,0,0,0,0,0,0,0
909,12,278,0,12,242,5,2,11,Graduation,Divorced,US,0,1,1,0,0,0,0,0,0
156,29,56,30,32,47,3,2,7,2n Cycle,Single,SA,0,1,0,0,0,0,0,0,0
213,2,44,0,2,5,4,2,5,Graduation,Married,SP,0,1,0,0,0,0,0,0,0
123,1,26,2,0,72,3,2,3,Master,Married,SP,0,1,1,0,0,0,0,0,0
37,4,24,16,9,9,4,0,3,Graduation,Single,SP,1,0,0,0,0,0,0,0,0
154,0,50,6,11,37,3,4,3,Graduation,Widow,CA,1,1,1,0,0,0,0,0,0
154,0,50,6,11,37,3,4,3,Graduation,Widow,CA,1,1,1,0,0,0,0,0,0
940,44,396,0,88,58,8,7,7,Master,Married,SP,0,1,1,0,1,1,0,1,0
51,1,7,2,1,25,2,1,2,Graduation,Married,SP,1,1,1,0,0,0,0,0,0
141,11,114,15,14,5,4,1,7,PhD,Together,CA,1,1,0,0,0,0,0,0,0
160,15,196,15,11,50,6,1,7,Graduation,Divorced,US,1,1,0,0,0,0,0,0,0
16,14,36,37,22,48,4,1,2,Master,Together,SP,1,0,0,0,0,0,0,1,0
557,129,761,29,185,111,5,6,7,Graduation,Married,SP,0,0,0,0,1,0,0,0,0
196,0,512,33,130,54,3,5,8,PhD,Single,SA,0,0,0,0,0,1,0,1,0
295,35,482,121,120,40,5,5,10,Graduation,Divorced,AUS,0,0,0,0,0,0,0,1,0
231,7,137,4,15,39,5,1,8,Graduation,Single,SA,1,1,0,0,0,0,0,1,0
231,7,137,4,15,39,5,1,8,Graduation,Single,SP,1,1,0,0,0,0,0,1,0
38,4,22,4,2,20,3,1,3,Master,Married,SA,1,1,0,0,0,0,0,0,0
29,12,59,19,1,36,3,0,4,Graduation,Married,IND,1,0,0,0,0,0,0,0,0
29,12,59,19,1,36,3,0,4,Graduation,Married,GER,1,0,0,0,0,0,0,0,0
29,12,59,19,1,36,3,0,4,Graduation,Married,SA,1,0,0,0,0,0,0,0,0
420,15,186,151,38,15,5,3,13,Master,Single,SP,0,1,0,0,0,0,0,0,0
8,4,12,15,4,29,1,1,2,2n Cycle,Single,AUS,1,1,0,0,0,0,0,0,0
229,27,71,13,3,34,7,1,5,Graduation,Divorced,CA,0,1,0,0,0,0,0,0,0
1230,0,396,232,178,158,10,2,8,Graduation,Together,SP,0,1,0,1,1,1,0,0,0
91,64,128,65,3,50,4,3,6,Graduation,Single,SP,1,0,0,0,0,0,0,0,0
1060,61,835,80,20,101,4,7,10,Graduation,Married,SP,0,0,1,0,1,1,1,1,0
11,0,5,0,0,1,1,0,3,PhD,Married,SA,1,1,0,0,0,0,0,0,0
121,24,124,24,15,42,4,1,7,Graduation,Together,AUS,0,1,0,0,0,0,0,0,0
13,0,8,2,1,5,1,0,4,Graduation,Single,AUS,1,0,0,0,0,0,0,0,0
17,0,2,0,0,2,1,0,3,Graduation,Divorced,SP,1,1,0,0,0,0,0,0,1
8,1,5,0,0,1,1,0,2,Graduation,Together,SA,2,1,0,0,0,0,0,0,0
46,7,59,2,4,27,3,1,3,Graduation,Together,SP,1,0,1,0,0,0,0,1,0
85,1,16,2,1,2,0,0,1,PhD,Together,SP,1,1,0,0,0,0,0,0,0
5,6,10,6,5,10,1,0,3,Graduation,Widow,SP,1,1,0,0,0,0,0,0,0
302,29,131,32,0,27,8,1,7,2n Cycle,Divorced,IND,0,1,0,0,0,0,0,0,0
728,17,133,11,8,124,7,3,13,PhD,Together,GER,0,0,1,0,0,0,0,0,0
9,0,6,4,1,5,1,0,2,PhD,Married,SA,1,0,0,0,0,0,0,0,0
9,0,6,4,1,5,1,0,2,PhD,Married,SP,1,0,0,0,0,0,0,0,0
110,0,5,2,0,3,2,1,4,Graduation,Together,AUS,0,1,0,1,0,0,0,0,0
711,28,142,49,18,47,3,2,9,2n Cycle,Divorced,SA,0,1,0,0,0,0,0,0,0
778,44,499,95,73,146,3,4,5,Graduation,Single,SA,0,0,0,0,0,0,0,1,0
0,1,3,10,6,9,1,0,3,Basic,Divorced,CA,1,0,0,0,0,0,0,0,0
995,112,417,42,48,41,2,9,13,Graduation,Single,SP,0,0,0,0,0,0,0,1,0
493,183,352,184,23,28,3,5,13,2n Cycle,Together,SP,0,0,0,0,0,0,0,0,0
23,17,23,43,20,9,2,1,4,Graduation,Single,SP,1,0,0,0,0,0,0,0,0
704,129,853,120,74,111,5,6,7,Graduation,Single,SP,0,0,0,1,1,1,0,1,0
2,3,12,3,5,7,1,0,3,2n Cycle,Together,CA,1,0,0,0,0,0,0,0,0
415,5,124,15,35,11,5,2,11,PhD,Single,SA,0,1,0,0,0,0,0,0,0
241,0,12,0,0,25,5,1,5,PhD,Married,SP,0,0,0,0,0,0,0,0,0
34,11,137,179,61,45,8,1,5,2n Cycle,Together,US,0,0,0,0,0,0,0,0,0
1050,178,555,77,138,118,4,7,9,Graduation,Together,SP,0,0,0,0,0,1,0,0,0
135,46,92,65,61,11,5,2,7,PhD,Married,CA,0,0,0,0,0,0,0,0,0
135,46,92,65,61,11,5,2,7,PhD,Married,SP,0,0,0,0,0,0,0,0,0
4,7,7,6,4,13,1,2,2,Graduation,Single,SP,1,0,0,0,0,0,0,0,0
76,10,56,3,1,23,4,0,4,PhD,Married,US,1,0,0,0,0,0,0,0,0
50,4,44,10,10,43,3,1,3,Graduation,Single,SP,1,1,0,0,0,0,0,1,0
384,60,364,119,101,232,11,6,8,Graduation,Together,US,0,1,0,0,0,0,0,0,0
275,0,86,10,23,66,6,3,5,Graduation,Together,SP,1,0,0,0,0,0,0,0,0
254,10,44,30,10,227,7,3,3,Graduation,Married,CA,0,1,1,0,0,0,0,0,0
3,6,7,0,0,3,0,0,3,2n Cycle,Married,SP,1,0,0,0,0,0,0,0,0
957,40,175,158,53,107,7,8,5,Graduation,Single,SP,0,1,0,1,0,0,0,0,0
293,6,23,13,6,92,6,2,5,Graduation,Married,AUS,0,1,0,0,0,0,0,0,0
777,129,573,216,21,203,2,7,9,Graduation,Married,SA,0,0,0,0,1,0,0,0,0
63,151,137,153,19,53,4,4,8,2n Cycle,Married,SP,0,0,0,0,0,0,0,0,0
21,12,12,0,3,3,2,0,4,Master,Married,IND,1,2,0,0,0,0,0,0,0
245,16,223,21,43,16,8,1,8,Graduation,Single,GER,1,1,0,0,0,0,0,0,0
245,16,223,21,43,16,8,1,8,Graduation,Single,SP,1,1,0,0,0,0,0,0,0
12,0,1,0,0,6,0,1,2,Master,Single,SP,1,0,0,0,0,0,0,0,0
17,0,3,0,0,1,1,0,3,Master,Married,SP,1,1,0,0,0,0,0,0,0
24,4,22,0,2,9,3,1,3,Master,Together,CA,1,2,0,0,0,0,0,0,0
173,26,255,35,71,81,4,4,7,2n Cycle,Married,IND,0,0,0,0,0,0,0,0,0
754,160,625,63,32,48,7,5,12,Graduation,Married,SA,0,0,0,0,0,1,0,0,0
11,0,7,3,1,6,1,0,3,Graduation,Married,SP,1,1,0,0,0,0,0,0,0
20,1,28,3,3,2,2,0,3,PhD,Single,US,1,1,0,0,0,0,0,1,0
822,114,108,179,137,114,7,9,9,Graduation,Single,SP,0,0,0,0,1,1,0,1,0
219,3,60,12,9,12,4,1,7,Master,Single,CA,0,0,0,1,0,0,0,0,0
373,14,83,6,9,19,8,2,6,Graduation,Together,SP,0,1,0,0,0,0,0,0,1
15,0,12,7,3,7,2,0,3,Graduation,Widow,SP,1,1,0,0,0,0,0,0,0
15,0,12,7,3,7,2,0,3,Graduation,Widow,SP,1,1,0,0,0,0,0,0,0
1171,43,219,19,14,47,6,3,13,2n Cycle,Married,IND,0,1,1,0,0,0,0,0,0
371,159,194,58,106,141,4,3,6,Graduation,Widow,SP,0,1,0,0,0,0,0,0,0
23,0,8,6,2,18,1,1,3,PhD,Divorced,AUS,1,0,0,0,0,0,0,0,0
8,4,10,2,2,4,3,0,3,Master,Divorced,AUS,0,0,0,0,0,0,0,0,0
8,4,10,2,2,4,3,0,3,Master,Divorced,SP,0,0,0,0,0,0,0,0,0
801,0,80,0,0,35,8,3,12,PhD,Divorced,SA,0,1,0,1,0,0,0,0,0
20,4,10,6,4,17,2,0,3,Graduation,Married,AUS,2,1,0,0,0,0,0,0,0
23,2,11,3,1,4,2,0,3,Graduation,Married,CA,1,1,0,0,0,0,0,0,0
48,0,2,0,0,5,2,0,3,Graduation,Married,SA,1,1,0,0,0,0,0,0,0
244,8,32,7,2,50,3,1,8,Graduation,Divorced,SP,0,1,0,0,0,0,0,0,0
562,58,168,43,16,142,5,7,10,Master,Together,IND,1,0,0,0,0,0,0,0,0
79,1,31,4,4,12,2,1,4,Master,Single,US,1,1,0,0,0,0,0,0,0
79,1,31,4,4,12,2,1,4,Master,Single,SP,1,1,0,0,0,0,0,0,0
1,10,11,19,3,15,2,0,3,Basic,Single,SP,1,0,0,0,0,0,0,0,0
4,3,7,0,3,11,1,0,2,Graduation,Single,GER,1,0,1,0,0,0,0,0,0
8,7,9,13,6,12,2,0,3,2n Cycle,Married,CA,1,0,0,0,0,0,0,0,0
707,20,171,65,60,50,9,7,9,Graduation,Married,SP,0,1,0,0,0,0,0,0,0
356,0,107,19,9,117,7,1,8,Graduation,Married,IND,0,1,0,0,0,0,0,0,0
356,0,107,19,9,117,7,1,8,Graduation,Married,GER,0,1,0,0,0,0,0,0,0
743,19,181,12,0,200,7,6,11,Graduation,Together,SP,0,2,1,0,0,0,0,0,0
235,65,164,50,49,27,7,3,7,Graduation,Divorced,US,0,1,0,0,0,0,0,0,0
393,5,136,7,5,27,10,1,6,Master,Together,SP,1,0,1,0,0,0,0,0,0
721,111,925,97,18,18,7,6,5,Master,Married,GER,0,0,0,0,0,0,0,1,0
28,9,37,12,7,13,2,0,4,Graduation,Together,SP,1,2,0,0,0,0,0,0,0
896,10,101,13,10,34,4,2,9,PhD,Together,CA,0,1,1,0,0,0,0,1,0
217,76,690,50,26,38,3,11,5,Graduation,Married,CA,0,0,0,0,0,0,0,1,0
48,13,57,24,15,25,3,1,4,2n Cycle,Single,IND,1,1,0,0,0,0,0,0,0
482,147,509,104,107,107,3,5,12,Graduation,Together,SP,0,0,0,0,1,0,0,0,0
167,2,89,0,0,34,6,1,4,Master,Together,IND,1,1,0,0,0,0,0,0,0
879,143,797,106,143,143,5,7,9,Graduation,Married,SP,0,0,0,0,1,1,0,0,0
6,0,5,2,1,2,1,0,2,Graduation,Together,SA,1,0,0,0,0,0,0,0,0
367,4,51,6,4,95,7,2,6,Graduation,Single,US,1,1,0,0,0,1,0,0,0
693,21,925,31,24,84,6,7,9,Graduation,Married,SA,0,0,0,0,1,1,0,1,0
691,7,61,10,0,46,10,4,7,Graduation,Together,SP,0,1,0,1,0,0,1,1,0
231,161,215,171,30,53,8,2,11,Graduation,Single,US,0,1,0,0,0,0,0,0,0
816,66,549,216,66,99,5,6,4,Master,Divorced,SP,0,0,0,0,0,0,0,1,0
19,1,17,2,0,2,1,0,3,Graduation,Together,AUS,1,1,0,0,0,0,0,0,0
24,0,8,0,0,1,1,0,3,PhD,Single,SA,1,0,0,0,0,0,0,0,0
483,74,114,169,37,18,5,10,13,PhD,Divorced,SP,0,0,0,0,0,0,0,1,0
32,1,64,16,12,85,2,2,3,Graduation,Married,SP,1,0,0,0,0,0,0,1,0
595,71,153,120,112,41,3,2,10,PhD,Widow,SA,0,1,0,0,0,0,0,0,0
1181,26,120,17,13,39,5,10,5,PhD,Single,CA,0,0,1,0,0,0,0,1,0
244,51,270,101,0,45,1,3,5,Master,Together,SP,0,0,0,0,0,0,0,0,0
48,0,14,0,0,6,2,0,3,PhD,Together,SP,1,1,0,0,0,0,0,0,0
4,9,12,11,2,8,1,1,3,Basic,Married,CA,1,0,0,0,0,0,0,0,0
491,48,231,112,105,134,5,7,12,Graduation,Together,SP,0,1,0,0,1,0,0,0,0
4,2,5,2,0,0,1,0,2,PhD,Divorced,SP,1,0,0,0,0,0,0,0,0
38,0,12,3,1,1,2,0,3,Graduation,Divorced,CA,1,0,0,0,0,0,0,0,0
254,6,71,4,0,27,5,1,7,Graduation,Married,SP,0,1,0,0,0,0,0,0,0
755,144,562,104,64,224,4,6,4,PhD,Together,SP,0,0,0,0,1,0,0,0,0
410,112,420,0,82,71,9,3,13,PhD,Together,SP,0,1,0,0,0,0,0,0,0
410,112,420,0,82,71,9,3,13,PhD,Together,SA,0,1,0,0,0,0,0,0,0
21,1,9,7,3,5,1,0,3,Graduation,Married,SP,0,0,0,0,0,0,0,0,0
671,47,655,145,111,15,7,5,12,Master,Single,CA,0,0,0,0,0,0,0,1,0
1009,181,104,202,21,207,9,8,13,Graduation,Together,SP,0,0,0,0,1,1,0,1,0
972,19,595,180,26,138,3,7,10,Master,Widow,GER,0,0,0,0,0,1,0,1,0
11,7,12,2,2,27,2,1,2,Graduation,Married,SP,1,0,1,0,0,0,0,1,0
598,16,141,32,41,49,3,3,6,Graduation,Married,CA,0,2,0,0,0,0,0,0,0
139,13,78,20,13,36,7,1,3,Graduation,Single,SP,1,0,0,0,0,0,0,1,0
488,21,238,56,108,28,8,7,11,2n Cycle,Together,US,0,0,0,0,0,0,0,0,0
15,0,8,4,2,20,1,1,2,PhD,Alone,CA,1,1,1,0,0,0,0,1,0
15,0,8,4,2,20,1,1,2,PhD,Divorced,SP,1,1,1,0,0,0,0,0,0
15,0,8,4,2,20,1,1,2,PhD,Divorced,SP,1,1,1,0,0,0,0,0,0
15,0,8,4,2,20,1,1,2,PhD,Divorced,SA,1,1,1,0,0,0,0,1,0
605,10,345,84,54,32,1,8,7,PhD,Widow,SP,0,0,0,0,0,0,0,0,0
0,4,5,6,0,4,1,0,3,Graduation,Single,SA,0,0,0,0,0,0,0,0,0
702,17,151,0,8,35,5,6,12,PhD,Married,AUS,0,1,0,0,0,0,0,0,0
2,5,12,4,8,7,2,0,4,2n Cycle,Married,GER,1,0,0,0,0,0,0,0,0
239,7,119,4,15,11,6,2,6,Master,Together,SP,1,1,0,0,0,0,0,0,0
5,1,5,10,0,7,1,0,2,Graduation,Widow,SA,1,0,0,0,0,0,0,0,0
1,6,7,11,5,3,2,0,3,Graduation,Together,CA,1,0,0,0,0,0,0,0,0
183,2,64,7,2,12,3,3,5,Graduation,Married,CA,1,1,0,0,0,0,0,0,0
771,51,154,54,10,154,11,2,12,Graduation,Together,SP,0,1,0,0,0,0,0,0,0
83,2,101,64,26,117,3,5,3,Graduation,Married,SP,0,0,0,0,0,0,0,0,0
170,6,97,24,12,88,6,1,5,Master,Together,SP,0,1,0,0,0,0,0,0,0
39,1,9,2,0,8,1,0,1,Master,Together,SP,1,0,0,0,0,0,0,0,0
33,0,5,0,0,0,1,0,3,PhD,Married,SP,2,1,0,0,0,0,0,0,0
450,133,951,173,0,216,3,6,6,Graduation,Single,CA,0,0,0,0,0,0,0,1,0
51,2,7,0,1,2,2,0,3,Graduation,Divorced,CA,1,1,0,0,0,0,0,0,0
0,0,1,7,4,6,1,0,2,Basic,Married,AUS,1,0,0,0,0,0,0,0,0
59,0,11,4,2,5,3,0,4,PhD,Together,SA,2,1,0,0,0,0,0,0,0
1063,89,102,16,12,25,9,4,6,PhD,Divorced,SP,0,1,0,0,0,0,0,0,0
789,0,133,0,28,152,11,5,8,Graduation,Married,SA,0,1,0,0,0,0,0,0,0
63,10,83,7,19,19,4,1,4,Graduation,Widow,SP,0,1,0,0,0,0,0,0,0
228,19,130,4,11,51,3,3,8,Graduation,Married,SP,0,1,0,0,0,0,0,0,0
512,0,83,0,0,41,6,2,10,PhD,Widow,SP,0,1,0,0,0,0,0,0,0
11,1,6,2,1,6,1,1,2,Graduation,Single,US,1,1,0,0,0,0,0,0,0
275,59,107,69,101,59,6,4,8,Graduation,Married,SP,0,1,0,0,0,0,0,0,0
452,20,514,13,30,0,4,6,5,PhD,Single,SP,0,0,0,0,0,0,0,1,0
7,17,18,6,10,26,4,0,3,Graduation,Divorced,SA,1,0,0,0,0,0,0,0,0
355,30,177,90,138,30,9,5,7,Graduation,Together,SP,1,1,0,0,0,0,0,0,0
512,53,98,81,179,89,8,5,10,Master,Married,SP,0,1,0,0,0,0,0,0,0
204,97,97,21,118,26,5,2,10,2n Cycle,Single,SP,0,1,0,0,0,0,0,0,0
6,0,5,0,0,1,1,0,2,Master,Together,SP,1,0,0,0,0,0,0,0,0
235,6,45,8,9,12,5,1,6,Graduation,Married,IND,1,1,0,0,0,0,0,0,0
33,6,40,3,7,10,2,0,4,Graduation,Divorced,SA,1,1,0,0,0,0,0,0,0
239,3,141,0,7,23,7,1,6,PhD,Married,SP,1,0,1,0,0,0,0,0,0
11,0,5,0,0,1,1,0,2,PhD,Married,SP,2,0,0,0,0,0,0,0,0
5,6,15,11,7,13,2,0,3,2n Cycle,Married,SA,0,0,0,0,0,0,0,0,0
252,3,42,4,3,102,4,5,3,PhD,Single,SP,1,0,0,0,0,0,0,0,0
556,54,845,202,133,63,7,7,10,2n Cycle,Married,IND,0,0,1,0,0,1,0,0,0
556,54,845,202,133,63,7,7,10,2n Cycle,Married,CA,0,0,1,0,0,1,0,1,0
